"api_family","section","endpoint_name","method_doc","documented_url","endpoint_key","documented_payload_fields","documented_json_status","parigo_status","parigo_code_refs","parigo_payload_or_query","conformance","live_evidence","evidence_or_note"
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlist Categories","Get Member Playlist Categories & Playlists","GET","{HM_ServiceAPI_URL}/getmemberplaylistcategoriesandplaylists/{HM_ServiceAPI_MemberToken}?returnplaylistcount={ReturnPlaylistCount}&returntrackcount={ReturnTrackCount}&returnrootobjectsonly={RootObjectsOnly}&returnautosaveonly={AutoSaveOnly}&returnfirstautosave={FirstAutoSaveOnly}&returnhighlightonly={ReturnHighlightOnly}&playlistcategoryid={PlaylistCategoryID}&skip={Skip}&limit={Limit}&sort={Sort}","getmemberplaylistcategoriesandplaylists","","not-applicable","implemented","src/lib/harvest/activity.ts:145 | src/lib/harvest/activity.ts:332","aucun body; paramètres dans l'URL","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlist Categories","Search Member Playlist Categories & Playlists","POST","{HM_ServiceAPI_URL}/searchmemberplaylistcategoriesandplaylists/{HM_ServiceAPI_MemberToken}","searchmemberplaylistcategoriesandplaylists","Keywords, Fields, ReturnPlaylistCount, ReturnTrackCount, ReturnContentsOnCategoryMatch, Skip, Limit, Sort","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlist Categories","Reorder Member Playlist Category","GET","{HM_ServiceAPI_URL}/reordermemberplaylistcategory/{HM_ServiceAPI_MemberToken}/{PlaylistCategoryID}?OrderID={OrderID}","reordermemberplaylistcategory","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlist Categories","Remove Member Playlist Category","GET","{HM_ServiceAPI_URL}/removememberplaylistcategory/{HM_ServiceAPI_MemberToken}/{PlaylistCategoryID}?keepChildren={keepChildren}&giveShareCopy={giveShareCopy}","removememberplaylistcategory","","not-applicable","implemented","src/lib/harvest/activity.ts:300","aucun body; paramètres dans l'URL","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlists","Create Member Playlist","POST","{HM_ServiceAPI_URL}/addmemberplaylist/{HM_ServiceAPI_MemberToken}","addmemberplaylist","requestaddupdateplaylist, requestaddupdateplaylist.playlistname, requestaddupdateplaylist.playlistdescription, requestaddupdateplaylist.playlisttags, requestaddupdateplaylist.highlighttracks, requestaddupdateplaylist.autosave, requestaddupdateplaylist.autosavelimit, requestaddupdateplaylist.autosaveapplytohighlighttracks, requestaddupdateplaylist.playlistcategoryid, requestaddupdateplaylist.externalplaylistimageurl, requestaddupdateplaylist.orderby","valid","implemented","src/lib/harvest/activity.ts:448","requestaddupdateplaylist{playlistname, playlistdescription, playlisttags, highlighttracks, autosave, autosavelimit, autosaveapplytohighlighttracks, playlistcategoryid, externalplaylistimageurl, orderby}","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlists","Update Member Playlist","POST","{HM_ServiceAPI_URL}/updateplaylist/{HM_ServiceAPI_MemberToken}/{PlaylistID}","updateplaylist","playlistname, playlistdescription, playlisttags, highlighttracks, autosave, autosavelimit, autosaveapplytohighlighttracks, playlistcategoryid, externalplaylistimageurl, orderby","valid","implemented","src/lib/harvest/activity.ts:530","playlistname, playlistdescription, playlisttags, highlighttracks, autosave, autosavelimit, autosaveapplytohighlighttracks, playlistcategoryid, externalplaylistimageurl, orderby","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlists","Highlight Member Playlists","POST","{HM_ServiceAPI_URL}/highlightplaylists/{HM_ServiceAPI_MemberToken}","highlightplaylists","Playlists, HighlightTracks, HighlightReturnTracks","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlists","AutoSave Member Playlists","POST","{HM_ServiceAPI_URL}/autosaveplaylists/{HM_ServiceAPI_MemberToken}","autosaveplaylists","Playlists, AutoSave, AutoSaveLimit, AutoSaveApplyToHighlightTracks, AutoSaveReturnTracks","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlists","Get Member Playlist Image Upload URL","POST","{HM_ServiceAPI_URL}/getpresigneduploadurl/{HM_ServiceAPI_MemberToken}","getpresigneduploadurl","AssetType, FileName, ContentType, ExpiresInSeconds, ObjectID","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlists","Confirm Member Playlist Image Upload Complete","POST","{HM_ServiceAPI_URL}/confirmpresignedupload/{HM_ServiceAPI_MemberToken}","confirmpresignedupload","AssetType, FileName, ObjectID","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlists","Remove Member Playlist Image","POST","{HM_ServiceAPI_URL}/removeassignedupload/{HM_ServiceAPI_MemberToken}","removeassignedupload","AssetType, ObjectID","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlists","Get Member Playlists","GET","{HM_ServiceAPI_URL}/getmemberplaylistsnotracks/{HM_ServiceAPI_MemberToken}?Skip={Skip}&Limit={Limit}","getmemberplaylistsnotracks","","not-applicable","implemented","src/lib/harvest/activity.ts:141","aucun body; paramètres dans l'URL","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlists","Get Member Playlists (Include Tracks)","GET","{HM_ServiceAPI_URL}/getmemberplaylists/{HM_ServiceAPI_MemberToken}?Skip={Skip}&Limit={Limit}","getmemberplaylists","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlists","Get Member Playlist","GET","{HM_ServiceAPI_URL}/getmemberplaylist/{HM_ServiceAPI_MemberToken}/{PlaylistID}?returntracks=true&returnpublishlocations=false","getmemberplaylist","","not-applicable","implemented","src/lib/harvest/activity.ts:192","aucun body; paramètres dans l'URL","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlists","Reorder Member Playlist","GET","{HM_ServiceAPI_URL}/reordermemberplaylist/{HM_ServiceAPI_MemberToken}/{PlaylistID}?movetoplaylistcategoryid={PlaylistCategoryID}&orderid={OrderID}","reordermemberplaylist","","not-applicable","implemented","src/lib/harvest/activity.ts:325","aucun body; paramètres dans l'URL","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlists","Reorder Multiple Member Playlists","POST","{HM_ServiceAPI_URL}/reorderplaylists/{HM_ServiceAPI_MemberToken}","reorderplaylists","playlistids","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlists","Remove Member Playlist","GET","{HM_ServiceAPI_URL}/removeplaylist/{HM_ServiceAPI_MemberToken}/{PlaylistID}","removeplaylist","","not-applicable","implemented","src/lib/harvest/activity.ts:518","aucun body; paramètres dans l'URL","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlists","Archive Member Playlist","GET","{HM_ServiceAPI_URL}/archiveplaylist/{HM_ServiceAPI_MemberToken}/{PlaylistID}","archiveplaylist","","not-applicable","implemented","src/lib/harvest/activity.ts:426","aucun body; paramètres dans l'URL","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlists","Restore Archived Member Playlist","GET","{HM_ServiceAPI_URL}/restorearchiveplaylist/{HM_ServiceAPI_MemberToken}/{PlaylistID}","restorearchiveplaylist","","not-applicable","implemented","src/lib/harvest/activity.ts:426","aucun body; paramètres dans l'URL","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlists","Duplicate Member Playlist","POST","{HM_ServiceAPI_URL}/duplicatememberplaylist/{HM_ServiceAPI_MemberToken}","duplicatememberplaylist","SourcePlaylistID, DuplicatePlaylistName","valid","implemented","src/lib/harvest/activity.ts:357","SourcePlaylistID, DuplicatePlaylistName?","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlists","Copy Featured Playlist to Member Playlist","POST","{HM_ServiceAPI_URL}/copytomemberplaylist/{HM_ServiceAPI_MemberToken}","copytomemberplaylist","PlaylistID, PlaylistName, CopyTracks","valid","implemented","src/lib/harvest/activity.ts:552","PlaylistID, PlaylistName?, CopyTracks","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlists","Publish Member Playlist","POST","{HM_ServiceAPI_URL}/publishmemberplaylist/{HM_ServiceAPI_MemberToken}/{PlaylistID}","publishmemberplaylist","Name, Status, CopyTracks, Locations, Locations[].Type, Locations[].ID, Locations[].Status, Schedule","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlist Tracks","Search Member Playlist Tracks","POST","{HM_ServiceAPI_URL}/searchmemberplaylisttracks/{HM_ServiceAPI_MemberToken}/{PlaylistID}","searchmemberplaylisttracks","Keyword, Fields, ReturnTrackCount, InsertionType, Skip, Limit, OrderBy","valid","implemented","src/lib/harvest/activity.ts:405","Keyword, Fields, ReturnTrackCount, Skip, Limit, OrderBy","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlist Tracks","Compare Member Playlist Tracks","POST","{HM_ServiceAPI_URL}/filtermemberplaylisttracks/{HM_ServiceAPI_MemberToken}/{PlaylistID}","filtermemberplaylisttracks","Playlists, FilterBy, FilterAction, Skip, Limit, OrderBy","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlist Tracks","Add to Member Playlists","POST","{HM_ServiceAPI_URL}/addtomemberplaylists/{HM_ServiceAPI_MemberToken}","addtomemberplaylists","ObjectType, ObjectIDs, AddToPlaylistIDs, ObjectTrimStart, ObjectTrimEnd, AddToAutoSavePlaylists","valid","implemented","src/lib/harvest/activity.ts:573","ObjectType, ObjectIDs[], AddToPlaylistIDs[], ObjectTrimStart, ObjectTrimEnd, AddToAutoSavePlaylists","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlist Tracks","Add Multiple Tracks to AutoSave Member Playlists","POST","{HM_ServiceAPI_URL}/addtrackstoautosaveplaylists/{HM_ServiceAPI_MemberToken}","addtrackstoautosaveplaylists","track, track[].id","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlist Tracks","Reorder Multiple Tracks in Member Playlist","POST","{HM_ServiceAPI_URL}/reordermemberplaylisttracks/{HM_ServiceAPI_MemberToken}","reordermemberplaylisttracks","FromPlaylistID, ToPlaylistID, TrackIDs, PrecedingTrackID, SucceedingTrackID, OrderID, Copy","valid","implemented","src/lib/harvest/activity.ts:607","FromPlaylistID, ToPlaylistID, TrackIDs (chaîne), exactement un de PrecedingTrackID/SucceedingTrackID/OrderID, Copy","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlist Tracks","Remove Multiple Tracks from Member Playlist","POST","{HM_ServiceAPI_URL}/removeplaylisttracks/{HM_ServiceAPI_MemberToken}/{PlaylistID}","removeplaylisttracks","track, track[].id","valid","implemented","src/lib/harvest/activity.ts:580","track[{id}]","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlist Tracks","Suggest Member Playlist Tracks","POST","{HM_ServiceAPI_URL}/suggestmemberplaylisttracks/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_NewMemberPlaylistID}","suggestmemberplaylisttracks","Skip, Limit, MainOnly, SeedDetermination, SeedLimit, SeedMin","valid","implemented","src/lib/harvest/activity.ts:623","Skip, Limit, MainOnly, SeedDetermination, SeedLimit, SeedMin","requete-conforme-capacite-desactivee","exécuté: HTTP 200, Error.Code=3, capacité non activée","Payload exact; Error.Code=3 car la fonctionnalité n'est pas activée."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlist Shares","Get Member Playlist Shares","GET","{HM_ServiceAPI_URL}/getmemberplaylistshares/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_NewMemberPlaylistID}?skip={HM_ServiceAPI_Skip}&limit={HM_ServiceAPI_Limit}&sort={HM_ServiceAPI_PlaylistSortOrder}","getmemberplaylistshares","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlist Shares","Update Member Playlist Share","POST","{HM_ServiceAPI_URL}/updatememberplaylistshare/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_MemberPlaylistShareID}","updatememberplaylistshare","","empty","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlist Shares","Remove Member Playlist Share","GET","{HM_ServiceAPI_URL}/removememberplaylistshare/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_MemberPlaylistShareID}?giveShareCopy={giveShareCopy}","removememberplaylistshare","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlist Search History","Get Member Playlist Search History","GET","{HM_ServiceAPI_URL}/getmemberplaylistsearches/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_NewMemberPlaylistID}?skip={HM_ServiceAPI_Skip}&limit={HM_ServiceAPI_Limit}&sort={HM_ServiceAPI_PlaylistSortOrder}","getmemberplaylistsearches","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlist Schedule","Get Member Playlist Schedule","GET","{HM_ServiceAPI_URL}/getmemberplaylistschedule/{HM_ServiceAPI_MemberToken}/33da591b784f4330","getmemberplaylistschedule","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlist Schedule","Update Member Playlist Schedule","POST","{HM_ServiceAPI_URL}/updatememberplaylistschedule/{HM_ServiceAPI_MemberToken}/699cd3bbe22ff336","updatememberplaylistschedule","Name, Description, Status, SearchHistoryID, RefreshType, GenerateType, GenerateCleanType, IntervalType, IntervalValue, IntervalStartDate, IntervalEndDate, TrackCount","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlist Schedule","Remove Member Playlist Schedule","GET","{HM_ServiceAPI_URL}/deletememberplaylistschedule/{HM_ServiceAPI_MemberToken}/33da591b784f4330","deletememberplaylistschedule","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlist Schedule","Get Member Playlist Schedule Runs","GET","{HM_ServiceAPI_URL}/getmemberplaylistschedulerun/{HM_ServiceAPI_MemberToken}/{PlaylistID}?skip={HM_ServiceAPI_Skip}&limit={HM_ServiceAPI_Limit}","getmemberplaylistschedulerun","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlists & Disco","Send Member Playlist To Disco","GET","{HM_ServiceAPI_URL}/sendtodisco/{HM_ServiceAPI_MemberToken}/{PlaylistID}?fileformatid={FileFormatID}","sendtodisco","","empty","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlists & Disco","Share Member Playlist to Disco","POST","{HM_IntegrationAPI_URL}/sharetodisco/{HM_ServiceAPI_MemberToken}","sharetodisco","PlaylistID, FileFormatID, RecipientInboxURL, Note","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Playlist Categories & Playlists > Playlists & Disco","Get Member Playlist Disco Send History","POST","{HM_ServiceAPI_URL}/getexternalsharestatushistory/{HM_ServiceAPI_MemberToken}","getexternalsharestatushistory","","invalid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Downloads","Validate Music Download","POST","{HM_ServiceAPI_URL}/validatemusicdownloadrequest/{HM_ServiceAPI_MemberToken}","validatemusicdownloadrequest","Identifier, ContentIDs, DownloadType, Format, TrimEndSecs, TrimStartSecs, IncludeVersionCheck","valid","implemented","src/lib/harvest/activity.ts:1246","Identifier, ContentIDs, DownloadType, Format[], TrimEndSecs, TrimStartSecs, IncludeVersionCheck","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Downloads","Get Music Download","POST","{HM_ServiceAPI_URL}/getmusicdownload/{HM_ServiceAPI_MemberToken}","getmusicdownload","Identifier, DownloadType, Format, TrimStartSecs, TrimEndSecs, Email, IsShare, Message, SenderEmail, ForceEmail, IncludeVersions, VersionFolderName, DownloadFileName, CuesheetFileName, IncludeCuesheetFile","valid","implemented","src/lib/harvest/activity.ts:1277","Identifier, DownloadType, Format, TrimStartSecs, TrimEndSecs, Email, IsShare, Message, SenderEmail, ForceEmail, IncludeVersions, VersionFolderName, DownloadFileName, CuesheetFileName, IncludeCuesheetFile","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Downloads","Get Music Download Info","POST","{HM_ServiceAPI_URL}/getmusicdownloadinfo/{HM_ServiceAPI_Token}","getmusicdownloadinfo","Skip, Limit, DownloadID, DownloadGroupID","valid","implemented","src/lib/harvest/activity.ts:1334","Skip, Limit et DownloadID ou DownloadGroupID","conforme","non exécutable: aucun DownloadID/DownloadGroupID disponible","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Favourites","Add Track/Album to Member Favourites","GET","{HM_ServiceAPI_URL}/addtofavourites/{HM_ServiceAPI_MemberToken}/{Type}/{ID}","addtofavourites","","not-applicable","implemented","src/lib/harvest/activity.ts:130","aucun body; paramètres dans l'URL","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Favourites","Get Member Favourites","GET","{HM_ServiceAPI_URL}/getfavourites/{HM_ServiceAPI_MemberToken}?Skip={Skip}&Limit={Limit}&Sort=Created_Desc","getfavourites","","not-applicable","implemented","src/lib/harvest/activity.ts:121","aucun body; paramètres dans l'URL","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Favourites","Remove Track from Member Favourites","GET","{HM_ServiceAPI_URL}/removefavouritestrack/{HM_ServiceAPI_MemberToken}/{TrackID}","removefavouritestrack","","not-applicable","implemented","src/lib/harvest/activity.ts:134","aucun body; paramètres dans l'URL","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Favourites","Remove All Tracks from Member Favourites","GET","{HM_ServiceAPI_URL}/removeallfavouritestracks/{HM_ServiceAPI_MemberToken}","removeallfavouritestracks","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Sharing","Authenticate Temporary Member","POST","{HM_ServiceAPI_URL}/getinvitedmembertoken/{HM_ServiceAPI_Token}","getinvitedmembertoken","Email, RegionID","valid","implemented","src/lib/harvest/activity.ts:646","Email, RegionID","conforme-via-exemple-duplique","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","La page Profile ne publie qu'un exemple XML, mais la page Sharing publie le JSON Email/RegionID exact utilisé par Parigo; live 200."
"Public API","Public API > Member Activity > Sharing","Get Playlist Category Share URL","POST","{HM_ServiceAPI_URL}/getsharemusicurl/{HM_ServiceAPI_Token}","getsharemusicurl","FromMemberToken, ToMemberToken, ObjectIdentifier, ObjectType, ShareType, AllowDownload, AllowFollow, AllowSave, AllowShare","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Sharing","Get Playlist Share URL","POST","{HM_ServiceAPI_URL}/getsharemusicurl/{HM_ServiceAPI_Token}","getsharemusicurl","FromMemberToken, ToMemberToken, ObjectIdentifier, ObjectType, ShareType, AllowDownload, AllowFollow, AllowSave, AllowShare","valid","implemented","src/lib/harvest/activity.ts:652","FromMemberToken, ToMemberToken, ObjectIdentifier, ObjectType=Playlist, ShareType, AllowDownload, AllowFollow, AllowSave, AllowShare","requete-conforme-capacite-indisponible","exécuté: HTTP 200, Error.Code=2, aucune URL créée","Le payload Playlist correspond à l'exemple; le service Parigo répond Error.Code=2 sans URL."
"Public API","Public API > Member Activity > Sharing","Send Share Music Email","POST","{HM_ServiceAPI_URL}/sendsharemusiclinkemail/{HM_ServiceAPI_MemberToken}","sendsharemusiclinkemail","FromEmail, ToEmail, Message, Link, ContentType, ContentTitle, SelectEmailTemplateByMemberRegion","valid","implemented","src/lib/harvest/activity.ts:668","FromEmail, ToEmail, Message, Link, ContentType, ContentTitle, SelectEmailTemplateByMemberRegion","conforme","non exécuté: aucune URL de partage et envoi d'e-mail réel","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Sharing","Deliver Share Music","POST","{HM_ServiceAPI_URL}/deliversharemusic/{HM_ServiceAPI_MemberToken}","deliversharemusic","ToUsername, ObjectIdentifier, ObjectType, NotifyUser, Message","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Sharing","Get Playlist Folder & Playlist Share","GET","{HM_ServiceAPI_URL}/getsharemusic/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_EnageAccessToken}","getsharemusic","","not-applicable","implemented","src/lib/harvest/activity.ts:1374","aucun body; paramètres dans l'URL","non-verifie-faute-partage","non exécutable: aucun EngageAccessToken produit","Parigo utilise un guest member token; aucune URL de partage n'a pu être créée pour vérifier le parcours complet."
"Public API","Public API > Member Activity > Sharing","Accept Shared Music","GET","{HM_ServiceAPI_URL}/acceptsharemusic/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_EnageAccessToken}?acceptType={acceptType}","acceptsharemusic","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > History","Get Member Audition History","GET","{HM_ServiceAPI_URL}/gethistorybymembertoken/{HM_ServiceAPI_MemberToken}?startdate={startDate}&enddate={endDate}&skip={Skip}&limit={Limit}","gethistorybymembertoken","","not-applicable","implemented","src/lib/harvest/activity.ts:1150","aucun body; paramètres dans l'URL","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > History","Get Member Download History","GET","{HM_ServiceAPI_URL}/getdownloadhistorybymembertoken/{HM_ServiceAPI_MemberToken}?startdate={startDate}&enddate={endDate}&skip={Skip}&limit={Limit}","getdownloadhistorybymembertoken","","not-applicable","implemented","src/lib/harvest/activity.ts:1230","aucun body; paramètres dans l'URL","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
